,apellido,frec_pri,frec_seg,freq_rep
28931,PEREZ DE SILES,84,53,0
28969,EL AZRAK,84,19,0
28974,EL HARRAS,84,15,0
28985,EL MOUHIB,84,12,0
28986,EL MOUSAOUI,84,12,0
28988,EL AKEL,84,11,0
28996,EL BAHLOUL,84,8,0
28997,EL FARSSIOUI,84,8,0
29003,EL MHAMDI,84,6,0
29036,DEL CORTE,83,113,0
29045,FERNANDEZ DE LECETA,83,105,0
29057,MARTINEZ DE TEJADA,83,99,0
29089,SAN IGNACIO,83,85,0
29096,DE ROBLES,83,83,0
29111,FERNANDEZ DE BARRENA,83,77,0
29114,SAN BENITO,83,76,0
29125,DE LA PRADA,83,71,0
29131,GIL DE MONTES,83,69,0
29146,LOPEZ DE FELIPE,83,66,0
29148,GALVEZ DEL POSTIGO,83,65,0
29153,ARIAS DE SAAVEDRA,83,61,0
29158,MARTINEZ DE LECEA,83,59,0
29159,MARTINEZ DE QUEL,83,59,0
29167,MARTIN DE MADRID,83,56,0
29192,DIEZ DE BALDEON,83,35,0
29210,DI MARTINO,83,21,0
29223,EL AZMANI,83,15,0
29230,EL ABBAS,83,11,0
29237,EL HALOUI,83,8,0
29244,EL HARIRI,83,7,0
29265,EL KIHAL,83,0,0
29301,VIDAL DE TORRES,82,102,0
29335,DE PINA,82,85,0
29340,DEL DAGO,82,83,0
29402,DE LAS MOZAS,82,66,0
29422,DE RON,82,57,0
29444,PALOU DE COMASEMA,82,46,0
29460,GIL DE SOLA,82,33,0
29461,DI CARLO,82,32,0
29475,EL MAYMOUNI,82,20,0
29483,EL GHOUL,82,16,0
29484,EL KORCHI,82,16,0
29485,EL MEKKAOUI,82,16,0
29503,EL HADAD,82,7,0
29513,BEN MOULA,82,0,0
29527,DE GARCIA,81,559,0
29587,DE LA HERMOSA,81,81,0
29616,GOMEZ DE BARREDA,81,71,0
29631,FERNANDEZ DE MARCOS,81,68,0
29640,DE LA CALVA,81,64,0
29653,GARCIA DE LOS SALMONES,81,61,0
29657,DE PRADENA,81,60,0
29702,EL BOUTI,81,23,0
29735,EL KALAI,81,5,0
29747,EL BEY,81,0,0
29769,DE AMORIM,80,111,0
29798,MARTIN DE OLIVA,80,89,0
29807,DE QUEVEDO,80,85,0
29817,GOMEZ DEL MORAL,80,81,0
29823,DE CARALT,80,79,0
29830,COBO DE GUZMAN,80,77,0
29842,DIAZ DE GREÑU,80,73,0
29845,GARCIA DE SALAZAR,80,72,0
29848,DEL FUEYO,80,71,0
29876,MARTIN DEL BURGO,80,64,0
29906,DE HEVIA,80,55,0
29914,DE FEBRER,80,51,0
29917,GUTIERREZ DE TERAN,80,49,0
29935,FERNANDEZ DE MOYA,80,36,0
29943,SANZ DE ACEDO,80,29,0
29944,EL ARRAS,80,25,0
29947,EL AIDI,80,21,0
29959,EL FADLI,80,16,0
30019,DO AMARAL,79,134,0
30046,DE SALES,79,89,0
30072,LOPEZ DE CARRIZOSA,79,80,0
30080,PEREZ DEL MOLINO,79,77,0
30095,LOPEZ DE RODAS,79,73,0
30119,LA IGLESIA,79,66,0
30135,DE ZABALA,79,58,0
30144,JORDAN DE URRIES,79,55,0
30158,SAN MAXIMO,79,47,0
30169,EL ARGUIOUI,79,32,10
30187,DI PAOLO,79,18,0
30199,EL BOUANANI,79,13,0
30207,EL FAZAZI,79,10,6
30216,EL FALLAH,79,8,0
30237,EL MAHDALI,79,0,0
30277,COELLO DE PORTUGAL,78,96,0
30297,DE CAL,78,86,0
30311,LEAL DEL OJO,78,81,0
30326,DE VENA,78,75,0
30354,DE VALENZUELA,78,68,0
30382,LOPEZ DE ECHAZARRETA,78,59,0
30412,GIL CASARES,78,42,0
30413,GOMEZ DE ZAMORA,78,42,0
30443,EL GHARIB,78,21,0
30445,EL YASSINI,78,20,0
30467,VAN DER MEER,78,10,0
30470,EL KHADER,78,8,0
30476,EL BARNI,78,7,0
30483,EL GHAYAT,78,5,0
30486,BEL HADJ,78,0,0
30488,EL BAGHATI,78,0,0
30499,DE LOS COBOS,77,127,0
30511,DEL CUADRO,77,101,0
30513,DE ANGULO,77,100,0
30514,DEL CUERPO,77,99,0
30567,DE PEREDA,77,75,0
30583,DE LA INSUA,77,69,0
30584,LOPEZ DE HIERRO,77,69,0
30618,DE ANDREA,77,57,0
30643,DE PARLA,77,47,0
30659,RODRIGUEZ DE LA RUBIA,77,37,0
30672,SEBASTIAN DE ERICE,77,23,0
30676,EL BOUTAYBI,77,19,0
30688,EL FTOUH,77,13,0
30693,EL BARNOUSSI,77,11,0
30696,EL MOUTAOUAKIL,77,10,0
30707,EL MARRAKCHI,77,8,0
30746,DE MERCADO,76,168,0
30751,GARCIA DE ACILU,76,111,0
30790,DE AMORIN,76,82,0
30801,MARTINEZ DE PISON,76,79,0
30816,SAENZ DE SAMANIEGO,76,74,0
30840,GIL DE BERNABE,76,67,0
30870,GONZALEZ DE SAN PEDRO,76,59,0
30911,EL HASSAN,76,44,0
30912,DE FELIX,76,43,0
30914,LOPEZ DE LARRINZAR,76,42,0
30924,RUIZ DE MENDOZA,76,32,0
30949,EL MOURABET,76,15,0
30954,EL BERKANI,76,14,0
30961,EL JAZOULI,76,13,0
30991,EL KHALLOUFI,76,7,0
31009,EL HAFIDI,76,0,0
31010,EL JOUHRI,76,0,0
31011,EL YANDOUZI,76,0,0
31028,DE EGEA,75,129,0
31044,SAEZ DE ASTEASU,75,106,0
31051,CUELLO DE ORO,75,100,0
31056,PEREZ DE ONRAITA,75,96,0
31112,RUIZ DE CASTRO,75,74,0
31116,DEL YELMO,75,73,0
31188,MARTINEZ DE LAFUENTE,75,51,0
31210,DIAZ DE LA SERNA,75,42,0
31211,NUÑO DE LA ROSA,75,42,0
31220,XIMENEZ DE EMBUN,75,37,0
31233,SANCHEZ DE LAMADRID,75,32,0
31251,EL HALLAOUI,75,17,0
31264,EL FATNI,75,11,0
31265,EL HATMI,75,11,0
31278,VAN DEN HEUVEL,75,8,0
31285,EL BAKKAL,75,6,0
31291,EL GHAZALI,75,5,0
31292,EL GHOUCH,75,5,0
31308,EL AMRITI,75,0,0
31309,EL HAMLI,75,0,0
31330,MARTINEZ DE IBARRETA,74,115,7
31333,DE SANDOVAL,74,110,11
31339,DE COCA,74,100,0
31346,MARTINEZ DE LAGRAN,74,92,0
31355,SAN ADRIAN,74,88,0
31360,DE ZARATE,74,85,0
31365,DE PAIVA,74,84,0
31368,SAEZ DE CAMARA,74,84,0
31374,DE LA SANTISIMA TRINIDAD,74,80,0
31403,MARTIN DE SOTO,74,72,0
31408,DE LA VIRGEN,74,71,0
31416,HERREROS DE TEJADA,74,69,0
31433,DE LA PENA,74,64,0
31449,BELTRAN DE OTALORA,74,58,0
31467,DE RUZ,74,54,0
31468,DE TROYA,74,54,0
31472,PEREZ DE LAZARRAGA,74,54,0
31487,DE LA LINDE,74,50,0
31489,FERNANDEZ DE CAÑETE,74,49,0
31519,GONZALEZ DE GARIBAY,74,30,0
31521,DI BENEDETTO,74,27,0
31523,EL MOUSATI,74,24,0
31530,EL MHASSANI,74,20,0
31539,EL KHALFI,74,15,0
31541,BEN BRAHIM,74,14,0
31542,DE BRUIJN,74,14,0
31548,EL MOKADDEM,74,13,0
31553,EL BAKRI,74,12,0
31571,EL MAHJOUBI,74,7,0
31579,EL ONSRI,74,6,0
31584,AIT AHMED,74,0,0
31597,EL JAIDI,74,0,0
31598,EL MGHARI,74,0,0
31628,IBAÑEZ DE GAUNA,73,105,0
31656,SAEZ DE VITERI,73,84,0
31658,DEL MARMOL,73,83,0
31660,DEL ORBE,73,81,0
31678,GARCIA DE LA SANTA,73,73,0
31679,MUÑOZ DE RIVERA,73,73,0
31698,DE ZAYAS,73,67,0
31718,DE MULLER,73,61,0
31744,GARCIA DE DIOS,73,53,0
31757,RUIZ DE TEMIÑO,73,47,0
31793,EL ABOURI,73,17,0
31804,EL BAY,73,13,0
31811,BEN TALEB,73,12,0
31812,EL HAFIANE,73,12,0
31825,BEN DAOUD,73,9,0
31840,EL MANKOURI,73,6,0
31884,DE FERNANDEZ,72,392,0
31918,DEL REINO,72,80,0
31933,DE DALMASES,72,75,0
31935,DE CASTILLA,72,74,0
31969,DE OCHOA,72,66,0
32019,GUTIERREZ DE ROZAS,72,54,6
32027,DE NO,72,52,0
32028,FERNANDEZ DE ROMARATEGUI,72,52,0
32033,DE JUANAS,72,51,0
32042,PARDO DE DONLEBUN,72,47,0
32051,CID DE RIVERA,72,45,0
32087,EL HATTAB,72,17,0
32089,EL AMARTI,72,16,0
32092,EL MOUJAHID,72,15,0
32125,EL BOUHSSINI,72,5,0
32142,EL ABOUSSI,72,0,0
32160,DE MACEDO,71,129,0
32172,RUIZ DE ADANA,71,90,0
32176,DE ORIA,71,88,0
32185,DOMINGUEZ DE VIDAURRETA,71,84,0
32208,DE CAMPO,71,75,0
32220,MARTINEZ DE LA RIVA,71,73,0
32248,DE LERMA,71,64,0
32266,DIEZ DE LA CORTINA,71,56,0
32272,DE PALOL,71,54,0
32277,DE GUINDOS,71,53,0
32278,FERNANDEZ DE LA VEGA,71,53,0
32293,DE EVAN,71,47,0
32299,EL HAGE,71,46,6
32300,GONZALEZ DE SAN ROMAN,71,46,6
32305,AGUIRRE DE CARCER,71,45,0
32307,MARTIN DE LA VEGA,71,45,0
32323,ORIA DE RUEDA,71,38,0
32342,BEN AZZOUZ,71,25,0
32350,EL BOUDALI,71,21,0
32360,DE HAAN,71,14,0
32361,EL YOUNSI,71,14,0
32374,EL ABED,71,8,0
32381,EL BOUKILI,71,7,0
32407,EL MORSLI,71,0,0
32420,DE RIVERA,70,138,0
32469,MARTINEZ DE IRUJO,70,75,0
32478,DE VILLAR,70,72,0
32500,RUIZ DE LARREA,70,67,0
32541,DE OSMA,70,55,0
32550,MARTIN DE SAN PABLO,70,54,0
32640,EL MAKKAOUI,70,9,0
32682,EL AAMRANI,70,0,0
32683,EL ANSARI,70,0,0
32684,EL HLIMI,70,0,0
32685,EN NJIMI,70,0,0
32713,SAN JOAQUIN,69,94,0
32737,NUÑEZ DE CASTRO,69,79,0
32741,SANCHEZ DE MOVELLAN,69,78,0
32772,DAVILA PONCE DE LEON,69,67,0
32773,DE LOS HEROS,69,67,0
32793,DE MUR,69,61,0
32831,SAN HONORIO,69,52,0
32852,DE MATO,69,42,0
32893,BEN KACEM,69,16,0
32900,DI MAURO,69,14,0
32915,EL AMMOURI,69,11,0
32916,EL HAMOUCHI,69,11,0
32922,EL FAILALI,69,10,0
32927,EL KADMIRI,69,9,0
32949,EL MAHFOUD,69,5,0
32954,AIT LAHCEN,69,0,0
32967,EL ARCHI,69,0,0
32968,EL FACHTALI,69,0,0
32969,EL IYSAOUY,69,0,0
32989,DE ACOSTA,68,175,5
32996,LA HUERTA,68,108,0
32997,DE PINEDA,68,103,0
33016,MONTE DE OCA,68,83,0
33019,DE OLIVERA,68,81,0
33062,DE GARAY,68,70,0
33071,DE MADRID,68,68,0
33072,DE QUERO,68,68,0
33083,ORTIZ DE APODACA,68,65,0
33096,DE MURGA,68,62,0
33119,GONZALEZ DE ALAIZA,68,59,0
33139,DE LA GARZA,68,55,0
33144,DE PADUA,68,54,0
33158,MUÑOZ DE LA ESPADA,68,51,0
33164,MARTINEZ DE SANTOS,68,49,0
33167,DE ZAVALA,68,48,0
33171,MIGUEL DEL CORRAL,68,46,11
33172,ARGENTE DEL CASTILLO,68,46,0
33176,DE HOYO,68,45,0
33179,MUÑOZ DE LA TORRE,68,45,0
33198,RUIZ DEL ARBOL,68,36,0
33202,DE RIBOT,68,34,0
33203,MARTINEZ DE LIZARRONDO,68,34,0
33205,RUA FIGUEROA,68,34,0
33265,EL BOUCHAIBI,68,11,0
33266,EL KASRI,68,11,0
33287,EL HASNAOUY,68,6,0
33292,EL OUAHIDI,68,5,0
33331,SAN MAMES,67,100,0
33356,SAEZ DE MATURANA,67,82,0
33365,VAZQUEZ DE PARGA,67,80,0
33398,DEL VALS,67,70,0
33407,DE COMINGES,67,67,0
33411,DEL DUJO,67,65,0
33415,DE LORA,67,64,0
33420,PEREZ DE ZABALZA,67,62,0
33451,DOS PRAZERES,67,54,0
33452,HENRIQUEZ DE LUNA,67,54,0
33466,SAEZ DE EGUILAZ,67,51,0
33470,OCHOA DE ZUAZOLA,67,50,0
33477,DE LA PAVA,67,48,0
33481,LAMAMIE DE CLAIRAC,67,47,0
33482,PEREZ DE LA CRUZ,67,47,0
33498,DO REGO,67,43,0
33506,SAN DEOGRACIAS,67,42,0
33511,FONT DE MORA,67,40,0
33521,FERNANDEZ DE CALEYA,67,37,0
33522,GARCIA DE CECA,67,37,0
33530,PEREZ DEL NOTARIO,67,32,0
33531,BEN SELLAM,67,31,0
33551,EL HASKOURI,67,20,0
33553,DI GIACOMO,67,19,0
33576,EL OUAAZIZI,67,12,0
33598,EL YAACOUBI,67,7,0
33629,EL ABDOUNI,67,0,0
33675,DE MIRA,66,86,0
33811,FERNANDEZ DEL MORAL,66,47,0
33820,LOPEZ DE EGUILAZ,66,46,0
33826,ORTIZ DE MENDIBIL,66,45,0
33835,SAN VALERO,66,44,0
33839,SAN ONOFRE,66,43,0
33848,DE MEER,66,37,0
33868,RIVERO DE AGUILAR,66,25,0
33879,DE ISUSI,66,21,0
33889,EL FAHMI,66,16,0
33909,EL MASLOUHI,66,10,0
33918,EL MOKHTARY,66,8,8
33920,EL YOUSSEFI,66,8,0
33999,DE ARTEAGA,65,91,0
34004,DE VASCONCELOS,65,87,0
34017,DE LA BANDA,65,79,0
34018,DE PAIZ,65,79,0
34019,DE TERAN,65,79,0
34023,BENITEZ DE LUGO,65,77,0
34026,SAN GERMAN,65,77,0
34047,DE LA SANTA CRUZ,65,70,0
34091,ROMERO DE TEJADA,65,60,0
34092,DA TORRE,65,59,0
34093,DE LA BRENA,65,59,0
34105,DO PRADO,65,57,0
34132,RUIZ DE LA PRADA,65,52,0
34138,LA RUBIA,65,51,0
34153,DE ANCA,65,47,0
34154,DE LA SALUD,65,47,0
34197,PEREZ DE CAMINO,65,32,0
34206,EL IMRANY,65,28,0
34210,EL YAZID,65,27,0
34217,GARCIA DE LA PEÑA,65,24,0
34225,EL KATI,65,21,0
34253,EL MESAOUDI,65,12,0
34259,EL MAKHTARI,65,10,0
34263,EL BARRAK,65,9,0
34273,EL HAMIANI,65,7,0
34281,EL BARNAOUI,65,6,0
34344,DE LA LLAMA,64,83,0
34357,SAN JORGE,64,79,0
34363,DE LA ESPADA,64,75,0
34368,DE PONGA,64,74,0
34409,DE LUELMO,64,63,0
34416,DE LA ROJA,64,61,5
34442,SAEZ DE CORTAZAR,64,57,0
34449,DE MANUELES,64,56,0
34476,VICENTE DE VERA,64,52,0
34479,SAENZ DE VILLAVERDE,64,51,0
34483,LOPEZ DE LA OLIVA,64,50,0
34484,LOPEZ DE SILVA,64,50,0
34487,DE LAFUENTE,64,49,0
34493,CID DE LA PAZ,64,48,0
34497,DE PORRES,64,47,0
34512,DE LA PURIFICACION,64,45,0
34519,DE QUEROL,64,44,0
34532,LOPEZ DE AHUMADA,64,40,0
34541,ACEDO DEL OLMO,64,36,0
34543,LOPEZ DE LAS HUERTAS,64,36,0
34555,MARQUEZ DE LA PLATA,64,32,0
34571,EL AYOUBI,64,24,0
34603,MC DONNELL,64,13,0
34617,EL MAGHRAOUI,64,10,0
34627,EL ABBOUBI,64,8,0
34628,EL BARDOUNI,64,8,0
34637,EL KAJOUAI,64,7,0
34650,AIT BRAHIM,64,0,0
34669,EL HARDA,64,0,0
34702,LA PEÑA,63,127,0
34742,DE ALVEAR,63,78,0
34792,GARCIA SAN MIGUEL,63,63,0
34804,GONZALEZ DE QUEVEDO,63,60,7
34821,FERNANDEZ DE LIENCRES,63,57,0
34842,OCHOA DE ECHAGUEN,63,54,0
34846,RUIZ DE GAONA,63,53,0
34849,GARCIA DE LA PARRA,63,52,0
34850,GARCIA DE MADINABEITIA,63,52,0
34852,LEON DE SANTOS,63,52,0
34856,BEAS PEREZ DE TUDELA,63,51,0
34872,MARTINEZ DE GOÑI,63,49,0
34877,MUÑOZ DE LA PEÑA,63,48,0
34891,DE SAN ROMAN,63,45,0
34926,DA PIEDADE,63,36,0
34953,MAS DE XAXARS,63,23,0
34971,EL HAFIAN,63,14,0
34976,EL HMAIDI,63,13,0
34990,EL HANDAZ,63,10,0
34995,EL LOUAH,63,9,0
35000,EL MOSSAOUI,63,8,0
35013,EL AITA,63,6,0
35024,EL HABRI,63,5,0
35040,EL HAHAOUI,63,0,0
35041,EL HAMMANI,63,0,0
35042,EL KHALFIOUI,63,0,0
35060,DE SALAZAR,62,140,0
35065,DE MEDEIROS,62,104,0
35067,DE SAAVEDRA,62,99,0
35093,DIAZ DE LOS BERNARDOS,62,80,0
35102,LOPEZ DE ARCAUTE,62,76,0
35104,DE BUSTAMANTE,62,75,0
35121,BERTRAN DE LIS,62,70,0
35133,ORTIZ DE ARRI,62,68,0
35194,DE CUBAS,62,55,0
35199,GONZALEZ DE MATAUCO,62,54,0
35206,GUTIERREZ DE TENA,62,53,0
35222,DE LARREA,62,51,0
35224,FERNANDEZ DEL CASTILLO,62,51,0
35227,GONZALEZ DE ECHAVARRI,62,50,0
35252,GOMEZ DE LIAÑO,62,45,0
35284,DE VILLOTA,62,38,0
35292,REMIREZ DE GANUZA,62,37,0
35300,DEL PIÑAL,62,35,0
35305,DE LOS FRAILES,62,33,0
35308,FERNANDEZ DE ALBA,62,32,0
35314,LOPEZ DE TORO,62,30,0
35356,VAN DAMME,62,14,0
35368,EL KHALFAOUI,62,10,0
35428,EL JOUHARI,62,0,0
35509,PEREZ DE BUSTOS,61,71,0
35542,ORTIZ DE LA TABLA,61,60,0
35546,LOPEZ DE TORRE,61,59,0
35551,LOPEZ DE PARIZA,61,58,0
35559,DEL COJO,61,56,0
35567,GOMEZ DE TEJADA,61,55,0
35579,DE QUADRAS,61,53,0
35588,ALVAREZ DE LUNA,61,52,0
35596,DELGADO DE TORRES,61,51,0
35621,DEL POTRO,61,47,0
35640,DE LA PEDRAJA,61,44,0
35642,LOPEZ DE TURISO,61,44,0
35652,DOLZ DEL CASTELLAR,61,42,0
35661,DEL NERO,61,40,0
35672,LOPEZ DE SUSO,61,33,5
35675,GOMEZ DE OLEA,61,33,0
35678,YEL LUL,61,33,0
35716,EL FAHSI,61,20,0
35745,BEN CHEIKH,61,11,0
35764,EL KHLIFI,61,7,0
35778,EL KOUAA,61,5,0
35803,EL ANZOUKI,61,0,0
35804,EL BOUHASSANI,61,0,0
35805,EL KLAI,61,0,0
35874,DE SEGOVIA,60,80,0
35888,LA PAZ,60,76,0
35892,DE LLERA,60,74,0
35906,IÑIGUEZ DE CIRIANO,60,70,0
35912,SAN QUIRICO,60,68,0
35917,LOPEZ DE FORONDA,60,67,0
35932,ORTIZ DE LEJARAZU,60,64,0
35938,DEL PRESTAMO,60,61,0
35961,RUIZ DE MIER,60,58,0
35967,MARTINEZ DE COMPAÑON,60,57,0
36015,SAENZ DE CABEZON,60,49,0
36018,SAEZ DE GUINOA,60,48,0
36022,DE ARRUDA,60,47,0
36029,RUIZ DE LA PEÑA,60,46,0
36054,DUX SANTOY,60,41,0
36066,DIAZ DE ILARRAZA,60,40,0
36071,SAN JUSTO,60,39,0
36075,SANCHEZ DE ALCAZAR,60,38,0
36078,MARTINEZ DE ESTARRONA,60,37,0
36083,DE BONIS,60,36,0
36091,DE LEON SOTELO,60,34,0
36108,MOSCOSO DEL PRADO,60,29,0
36110,DE LA MACORRA,60,28,0
36115,MARTINEZ DE OLCOZ,60,28,0
36118,LOPEZ DE LERENA,60,26,0
36133,EL FERJANI,60,19,0
36165,EL HARRAR,60,11,0
36187,BEN HAMOU,60,8,0
36203,EL ALOUANI,60,6,0
36212,AIT ADDI,60,0,0
36226,EL BOUYAHYAOUI,60,0,0
36227,EL IMLAHI,60,0,0
36261,DE GONZALEZ,59,780,0
36283,LOPEZ DE MENDIGUREN,59,79,0
36289,ORTIZ DE BARRON,59,76,0
36293,DE LA ARENA,59,74,0
36299,AL LUCH,59,72,0
36312,DE QUEIROZ,59,67,0
36331,DIAZ DE SARRALDE,59,64,0
36332,LOPEZ DE LA CALLE,59,64,0
36340,SANCHEZ DE IBARGUEN,59,63,0
36353,FERNANDEZ DE SOTO,59,59,5
36375,DE GUSTIN,59,55,0
36383,DE MIGUELSANZ,59,53,0
36413,DE LA SOTILLA,59,48,0
36415,LOPEZ DE ANDUJAR,59,48,0
36419,OCHOA DE CHINCHETRU,59,47,0
36425,GONZALEZ DE RIVERA,59,46,0
36444,DEL SOCORRO,59,43,0
36460,DE RIQUER,59,39,0
36474,RUIZ DE ASSIN,59,37,0
36477,DE JUANES,59,35,0
36494,SANCHEZ DEL CAMPO,59,32,0
36507,MARTINEZ DE LEJARZA,59,26,0
36529,DE LANGE,59,17,0
36536,EL ABIDI,59,16,0
36550,EL BOUZAIDI,59,13,0
36565,EL GHARRAFI,59,10,0
36566,EL GHAZAL,59,10,0
36578,EL MARROUNI,59,8,0
36586,EL HAMOUTI,59,7,0
36588,MC GRATH,59,7,0
36591,AIT SAID,59,6,0
36594,EL ACHKAR,59,6,0
36631,EL AHRACH,59,0,0
36632,EL HANA,59,0,0
36633,EL KAMILI,59,0,0
36634,EL OUARGHI,59,0,0
36750,DE BEDOYA,58,64,0
36756,FERNANDEZ DE LOS RIOS,58,63,0
36757,LOPEZ DE VIÑASPRE,58,63,0
36774,GIL DE BIEDMA,58,60,0
36777,DE OBESO,58,59,0
36780,FERNANDEZ DE LA CUEVA,58,58,0
36782,SAENZ DE ORMIJANA,58,58,0
36789,MARTIN DE ALMAGRO,58,57,0
36796,FERNANDEZ DE PIEROLA,58,55,5
36797,AFAN DE RIBERA,58,55,0
36808,DE SUS,58,54,0
36818,GUTIERREZ DEL OLMO,58,53,0
36820,RUIZ DE SAMANIEGO,58,53,0
36826,DEL GALLEGO,58,51,0
36828,GOMEZ DE LA CUEVA,58,51,0
36845,ALI SALEM,58,48,0
36847,DA GLORIA,58,48,0
36855,DE NAVASCUES,58,47,0
36865,SAENZ DEL CASTILLO,58,46,0
36868,DE LA BALLINA,58,45,0
36874,DE GALVEZ,58,43,0
36882,VAZQUEZ DE CASTRO,58,42,0
36905,DE LEDESMA,58,39,0
36914,DIAZ DE LIAÑO,58,38,0
36918,MARTIN DE NICOLAS,58,37,0
36924,MELGARES DE AGUILAR,58,36,0
36936,DE ALAVA,58,34,0
36941,DIAZ DE LA CAMPA,58,33,0
36950,DE ARTAZA,58,31,0
36969,FERNANDEZ DE MOLINA,58,23,0
36971,DE HIGES,58,21,0
36975,VAN DER VEEN,58,20,0
36980,DE TERA,58,17,0
36996,BEN ABBOU,58,11,0
36997,BEN AICHA,58,11,0
37006,EL JABLI,58,9,0
37007,EL JEBARY,58,9,0
37015,EL BOUCHIKHI,58,8,0
37016,EL MAAZOUZI,58,8,0
37021,EL BACHA,58,7,0
37022,EL KHAMAL,58,7,0
37038,EL ATTARI,58,5,0
37039,EL GHANMI,58,5,0
37062,DE BRUIN,58,0,0
37066,EL AOUAMI,58,0,0
37067,EL HADDIOUI,58,0,0
37068,EL JERRARI,58,0,0
37069,EL ORCHE,58,0,0
37137,DE OPAZO,57,73,0
37138,RUIZ DE OLANO,57,72,0
37142,SAN BERNARDO,57,71,0
37163,DIEZ DE LA LASTRA,57,65,0
37188,DO COUTO,57,60,0
37202,DE BAYAS,57,57,0
37221,DE AHUMADA,57,55,0
37270,DE LORO,57,46,0
37274,DE ORTA,57,45,0
37276,FERNANDEZ DE SIMON,57,45,0
37327,GOMEZ DE AVILA,57,39,0
37337,GONZALEZ DE LA PEÑA,57,37,0
37341,DE VILLASANTE,57,36,0
37351,CABELLO DE LOS COBOS,57,35,0
37356,DE ORIOL,57,34,0
37362,GONZALEZ DE VIÑASPRE,57,33,0
37377,DE AYMERICH,57,29,0
37393,MARTINEZ DE ARAGON,57,25,0
37399,BEN HAMZA,57,21,0
37425,EL KADOURI,57,13,0
37431,VAN DAM,57,13,0
37434,EL MASMOUDI,57,12,0
37452,EL MADKOURI,57,9,0
37472,DE BRUYN,57,7,0
37473,DE GRAAF,57,7,0
37474,EL BOUAZAOUI,57,7,0
37483,EL HAOUAT,57,6,0
37491,EL MAKRINI,57,5,0
37551,UL HASSAN,57,0,0
37557,DE PERALTA,56,155,0
37559,DE CESPEDES,56,122,0
37567,DE SORIA,56,84,0
37577,DE LEIVA,56,81,0
37580,RUIZ DE LUZURIAGA,56,79,0
37603,DE BORJA,56,70,0
37607,DE LARRIVA,56,68,0
37621,BALZA DE VALLEJO,56,64,0
37622,DE HOMBRE,56,64,0
37631,DEL CUBO,56,62,0
37644,DE BORBON,56,60,0
37645,DE LANUZA,56,60,0
37706,RODRIGUEZ DE MEDINA,56,49,0
37714,DE LA NOGAL,56,47,0
37743,DE SAS,56,43,0
37774,DE BERNARDI,56,39,0
37779,PEREZ DE CASTRO,56,39,0
37791,DE CASTELLARNAU,56,37,0
37793,EL HAJ,56,37,0
37799,GONZALEZ DE ALEDO,56,36,0
37801,DE LLOBET,56,35,0
37803,MARTIN DE PRADO,56,35,0
37805,PEREZ DE AZPILLAGA,56,35,0
37813,DE YZAGUIRRE,56,31,0
37816,RODRIGUEZ DE LA SIERRA,56,31,0
37880,EL OUASDI,56,14,0
37895,EL KHATABI,56,11,0
37904,VAN DONGEN,56,10,0
37913,EL ABBASS,56,8,0
37945,EL HADRAOUI,56,5,0
37978,EL AMOURI,56,0,0
37979,EL BOUAYADI,56,0,0
37980,EL HAMOUDI,56,0,0
38026,DE ARIAS,55,141,0
38047,DE LA VIA,55,80,0
38060,FERNANDEZ DE GAMARRA,55,73,0
38066,DE BALANZO,55,70,0
38077,DE OYA,55,66,0
38092,LOPEZ DE ROBLES,55,61,0
38093,SAN MACARIO,55,61,0
38112,ORTIZ DE ARTIÑANO,55,56,0
38138,DE ARGILA,55,50,0
38159,DE AYSA,55,47,0
38166,MARTINEZ DE CASTILLA,55,45,0
38167,SAN VENANCIO,55,45,0
38173,FERNANDEZ DEL PINO,55,43,0
38175,LOPEZ DEL HIERRO,55,43,0
38188,DEL CAMINO,55,41,0
38198,MUÑOZ DE BUSTILLO,55,39,0
38204,DE REINA,55,38,0
38220,DEL CAN,55,36,0
38221,GONZALEZ DE MOLINA,55,36,0
38241,DE HUERTA,55,32,0
38255,FERNANDEZ DE ARAOZ,55,27,0
38277,LOPEZ DEL CORRAL,55,20,0
38304,VAN DEN BOSCH,55,14,0
38306,EL KOUCH,55,13,0
38307,EL MAHDI,55,13,0
38322,EL MAROUANI,55,11,0
38358,EL OUAD,55,7,0
38368,DE BACKER,55,6,0
38369,EL JARI,55,6,0
38383,MC MAHON,55,5,0
38417,EL ABIAD,55,0,0
38418,EL BOUCHTAOUI,55,0,0
38419,EL HAMMOUMI,55,0,0
38488,RUIZ DE VERGARA,54,72,0
38507,PEREZ DE MADRID,54,67,0
38521,FERNANDEZ DE LIGER,54,61,0
38533,DEL CASTAÑO,54,59,0
38550,SAEZ DE ARGANDOÑA,54,57,0
38552,DE CONCEPCION,54,56,0
38577,ORTIZ DE LUNA,54,52,0
38580,MARTINEZ DE CESTAFE,54,51,0
38587,ALVAREZ DE PEREA,54,50,0
38589,DE INZA,54,50,0
38595,DE ALBUQUERQUE,54,48,0
38603,DE ROQUE,54,47,0
38611,DE LARIO,54,46,0
38615,ORTIZ DE LATIERRO,54,46,0
38616,SAN GABINO,54,46,0
38619,GARCIA DE GALDIANO,54,45,0
38649,RUIZ DEL OLMO,54,42,0
38661,GARCIA DE LA SERNA,54,40,0
38665,OAR ARTETA,54,40,0
38667,PEREZ DE PIPAON,54,40,0
38692,LOPEZ DE VINUESA,54,37,0
38719,DA PENA,54,33,0
