,apellido,frec_pri,frec_seg,freq_rep
47678,LOPEZ DE GOIKOETXEA,39,36,0
47679,MARTIN DE LA TORRE,39,36,0
47683,SAN INOCENCIO,39,36,0
47684,SAN JAIME,39,36,0
47692,DE LA INFIESTA,39,35,0
47702,DE COTE,39,34,0
47710,GONZALEZ DE LAS CUEVAS,39,33,0
47776,SUAREZ DE TANGIL,39,28,0
47795,DE CODES,39,26,0
47805,DIAZ DE RIVERA,39,25,0
47816,RUIZ DE LOPE,39,24,0
47818,VELEZ DE GUEVARA,39,24,0
47844,DE ECHANOVE,39,21,0
47845,DE HORNA,39,21,0
47846,GONZALEZ DE HERRERO,39,21,0
47861,RUIZ DE LEZANA,39,20,0
47865,DA ENCARNACAO,39,19,0
47876,LE ROUX,39,18,0
47892,DE MELCHOR,39,17,0
47893,GARCIA DE LONGORIA,39,17,0
47907,EL KHEIR,39,15,0
47908,GIL VERNET,39,15,0
47912,PEREZ DE OLAGUER,39,15,0
47934,EL AYYADI,39,13,0
47938,LE GOFF,39,13,0
47958,DE ORO PULIDO,39,11,0
47960,EL ISSATI,39,11,0
47961,EL KOMIRY,39,11,0
47967,SAN ROMUALDO,39,11,0
47977,DE ISABEL,39,10,0
47995,AL HAMOUTI,39,9,0
47996,BEN SLIMAN,39,9,0
47998,DIAZ DE AGUILAR,39,9,0
47999,DIAZ DE QUIJANO,39,9,0
48013,DE WITTE,39,8,0
48014,DI MEGLIO,39,8,0
48015,EL AIDOUNI,39,8,0
48016,EL HAKIMI,39,8,0
48017,EL KHAMMAL,39,8,0
48025,VAN DEN BROECK,39,8,0
48031,DAS GRACAS,39,7,0
48032,EL HIRCH,39,7,0
48033,EL MEKHARCHEF,39,7,0
48034,EL OUAZANI,39,7,0
48045,VAN HOOF,39,7,0
48049,BEL HAJ,39,6,0
48050,BEN ABDELOUAHAB,39,6,0
48056,EL KARROUMI,39,6,0
48073,DI BELLA,39,5,0
48076,EL AMMARTI,39,5,0
48152,DE LAS SIAS,39,0,0
48160,EL ADAD,39,0,0
48161,EL IDRYSY,39,0,0
48162,EL MAZINI,39,0,0
48163,EL OUAAZIKI,39,0,0
48164,EL OUARYACHI,39,0,0
48298,MARTIN DE RUEDAS,38,63,0
48303,LOPEZ DE SAGREDO,38,60,5
48312,DE LATORRE,38,58,0
48328,DE ALVA,38,54,0
48329,DE SIQUEIRA,38,54,0
48334,DEL PULGAR,38,53,0
48347,DE AZCARATE,38,51,0
48385,DEL CAMPILLO,38,45,0
48395,SAEZ DE URABAIN,38,44,0
48404,RODRIGUEZ DE LIEBANA,38,43,0
48503,GARCIA DE CASASOLA,38,33,0
48543,GARCIA DE PASO,38,30,0
48544,MATEOS DE LA HIGUERA,38,30,0
48577,DE GUINEA,38,28,0
48578,DE LA BELDAD,38,28,0
48594,GONZALEZ DEL CASTILLO,38,27,0
48595,HERNANDEZ DE LA HUERTA,38,27,0
48602,SAENZ DE CAMARA,38,27,0
48606,EL MAATI,38,26,0
48614,DE LA AZUELA,38,25,0
48617,GONZALEZ DE MENDIBIL,38,25,0
48622,RUIZ DE MOLINA,38,25,0
48628,DE LAGUNO,38,24,0
48635,MOYA DE LA TORRE,38,24,0
48646,PEREZ DE HERRASTI,38,23,0
48654,GARCIA DE YEBENES,38,22,0
48670,DE CASA,38,20,0
48678,RUIZ DE MARTIN ESTEBAN,38,20,0
48697,ORTIZ DE MARTIODA,38,19,0
48707,DE LA CABA,38,18,0
48724,GUTIERREZ DE QUIJANO,38,16,0
48748,DE MONER,38,13,0
48758,DE LA COTERA,38,12,0
48768,EL ABOUDI,38,11,0
48780,BEN SLAIMAN,38,10,0
48800,EL KHALIL,38,9,0
48816,DE JUSTO,38,8,0
48817,DI SANTO,38,8,0
48834,DI GIORGIO,38,7,0
48835,EL KASIMI,38,7,0
48854,EL ANBI,38,6,0
48855,EL HAOUHAY,38,6,0
48856,EL MOJAHID,38,6,0
48883,EL HAKKAOUI,38,5,0
48964,EL ALLALY,38,0,0
48965,EL ARABY,38,0,0
48966,EL AZRI,38,0,0
48967,EL BOUZDOUDI,38,0,0
48968,EL GHANDOUR,38,0,0
48969,EL HAJJAOUI,38,0,0
48970,EL HATTACH,38,0,0
48971,EL KENFAOUI,38,0,0
48972,EL MOUADEN,38,0,0
48973,EL MZAHEM,38,0,0
48974,EL OURZADI,38,0,0
48976,ES SAID,38,0,0
49104,VAN DEN AKKER,38,0,0
49105,VAN DEN BERGH,38,0,0
49124,DE ALCANTARA,37,70,0
49125,DE LA VELA,37,70,0
49130,DE PALACIOS,37,66,0
49131,LOPEZ DE ULLIBARRI,37,66,0
49133,DE ALVARADO,37,65,0
49135,COLLANTES DE TERAN,37,64,0
49157,VALERO DE BERNABE,37,55,0
49174,MARTINEZ DE MIGUEL,37,52,0
49177,DEL POYO,37,51,0
49196,ORTIZ DE SOLORZANO,37,48,0
49220,FERNANDEZ DE ROITEGUI,37,44,0
49288,MENENDEZ DE LUARCA,37,37,0
49299,FERNANDEZ DE OLANO,37,36,0
49306,SAN CASIMIRO,37,36,0
49307,SAN SATURNINO,37,36,0
49315,GONZALEZ DE UBIETA,37,35,0
49333,ENRIQUEZ DE LUNA,37,34,0
49350,MARTIN DE VILLODRES,37,33,0
49361,GARCIA DE GUADIANA,37,32,0
49376,DE OTTO,37,31,0
49403,HERNANDEZ DE MADRID,37,29,0
49409,SUAREZ DE LEZO,37,29,0
49428,DE MATTOS,37,27,0
49429,FERNANDEZ DE LA CRUZ,37,27,0
49437,RUI WAMBA,37,27,0
49442,DE NAVASQUES,37,26,0
49449,MARTINEZ DE LA CUADRA,37,26,0
49450,SANCHEZ DE RIVERA,37,26,0
49459,DE AREBA,37,25,0
49470,ORTIZ DE VIÑASPRE,37,24,0
49484,GARCIA DE LARA,37,22,0
49524,DE CLASCA,37,19,0
49525,DE SALA,37,19,0
49530,LOPES DA SILVA,37,19,0
49535,DIAZ DE MAYORGA,37,18,0
49537,REVUELTA DE GUZMAN,37,18,0
49542,DEL BADO,37,17,0
49544,GONZALEZ DE LINARES,37,17,0
49548,LE GALL,37,17,0
49555,RAMIREZ DE CARTAGENA,37,17,0
49557,SANZ DE SIRIA,37,17,0
49560,DE FEO,37,16,0
49562,EL KAMMAS,37,16,0
49574,EL KAHLOUN,37,15,0
49575,GONZALEZ DE LA HUEBRA,37,15,0
49584,SANCHEZ DEL ARCO,37,15,0
49595,AIT TALEB,37,13,0
49599,DE BOCK,37,13,0
49601,GIL GALLARDO,37,13,0
49611,DEL SAZ OROZCO,37,12,0
49621,BEN KHAYI,37,11,0
49622,BEN YECHOU,37,11,0
49623,BERMUDEZ DE LA PUENTE,37,11,0
49627,EL MADI,37,11,0
49628,GOMEZ DE LUNA,37,11,0
49640,EL JERARI,37,10,0
49662,VAN DER VELDEN,37,9,0
49725,EL ARROUD,37,5,0
49726,EL HORMI,37,5,0
49727,EL MOSATI,37,5,0
49728,EL OUARDIGHI,37,5,0
49729,EL YABOURI,37,5,0
49809,DI MARIA,37,0,0
49820,EL ABOUTI,37,0,0
49821,EL AGHZAOUI,37,0,0
49822,EL AZZAOUY,37,0,0
49823,EL GAD,37,0,0
49824,EL HASSANY,37,0,0
49825,EL KHAYALI,37,0,0
49826,EL KOUDRI,37,0,0
49827,EL MKADDEM,37,0,0
49945,DE RUIZ,36,167,0
49985,DEL CASAL,36,52,0
49988,DE PEROSANZ,36,51,0
49998,DE SAN FRANCISCO,36,49,0
50004,DIAZ DE RABAGO,36,48,0
50091,DA GAMA,36,38,0
50092,GIL DE SAGREDO,36,38,0
50104,DE LAS MATAS,36,37,0
50105,DE OSSO,36,37,0
50120,DEL VANDO,36,36,0
50123,GOMEZ DE BALUGERA,36,36,0
50125,LEAL DE IBARRA,36,36,0
50128,SAEZ DE OJER,36,36,0
50151,LOPEZ DE TEJADA,36,34,0
50174,MAZA DE LIZANA,36,32,0
50187,SANCHEZ DEL POZO,36,31,0
50195,DE LA LAMA NORIEGA,36,30,0
50209,FERNANDEZ DEL POZO,36,29,0
50223,DE ALDA,36,28,0
50227,GIL NEGRETE,36,28,0
50261,DE LANDABURU,36,25,0
50267,LOPEZ DEL MORAL,36,25,0
50275,SAN CAYETANO,36,25,0
50277,DE LA HERRANZ,36,24,0
50278,DEL TRIGO,36,24,0
50309,MARTIN DE VALMASEDA,36,22,0
50316,SAN JACINTO,36,22,0
50338,DE NOVOA,36,20,0
50339,DEL FERRERO,36,20,0
50349,SAN ABDON,36,20,0
50355,DE LAS LLANDERAS,36,19,0
50379,DE JAVIER,36,17,0
50386,EL KHATIBI,36,16,0
50387,FERNANDEZ DE LA HOZ,36,16,0
50399,EL GARTI,36,15,0
50400,EL MAADOURI,36,15,0
50403,GUTIERREZ DE PANDO,36,15,0
50440,GARCIA DE OTAZO,36,12,0
50487,DE ELENA,36,9,0
50488,EL FARSSANI,36,9,0
50507,DE ROOIJ,36,8,0
50510,EL HARAOUI,36,8,0
50511,EL MAKHFI,36,8,0
50530,DE JOAQUIN,36,7,0
50553,DE LEEUW,36,6,0
50576,EL HADJI,36,5,0
50577,EL HARDOUZ,36,5,0
50578,EL HOMRANI,36,5,0
50579,EL YOUZGHI,36,5,0
50626,BEN HAMMAN,36,0,0
50681,ED DAOUDI,36,0,0
50682,EL ACHOUI,36,0,0
50683,EL BARHMI,36,0,0
50684,EL BAYED,36,0,0
50685,EL BOUDAKHANI,36,0,0
50686,EL BOUZROUTI,36,0,0
50687,EL FAIZ,36,0,0
50688,EL FATTAHI,36,0,0
50689,EL FTOUHI,36,0,0
50690,EL GHALID,36,0,0
50691,EL HARRACHI,36,0,0
50692,EL KHALQI,36,0,0
50693,EL KHOU,36,0,0
50694,EL MOUGHA,36,0,0
50697,ES SABBAR,36,0,0
50698,ES SAIYDY,36,0,0
50844,VAN HAM,36,0,0
50856,DE MORENO,35,153,0
50859,DE FARIAS,35,76,0
50862,DE CAMARGO,35,75,0
50872,GONZALEZ DE MENDIVIL,35,64,0
50907,PEREZ DE RADA,35,49,0
50922,DE ARANDA,35,47,0
50923,GONZALEZ DE GALDEANO,35,47,0
50925,SAENZ DE CORTAZAR,35,47,0
50928,DE MULA,35,46,0
50942,DE GOUVEIA,35,44,0
50954,DE MORAGAS,35,43,0
50977,GOMEZ DE TERREROS,35,40,0
51051,SAN EUSTAQUIO,35,34,0
51085,RUIZ DE LUNA,35,31,0
51103,PLA GIRIBERT,35,30,0
51117,DE NIEVES,35,29,0
51118,DE UNAMUNO,35,29,0
51126,VIVES DE LA CORTADA,35,29,0
51131,DE LA LUNA,35,28,0
51138,PEREZ DE ALGABA,35,28,0
51152,DE ROSENDE,35,27,0
51155,GARCIA DEL CID,35,27,0
51165,DE COBOS,35,26,0
51216,MARTIN DE LAS PUEBLAS,35,23,0
51221,RUIZ DE LARA,35,23,0
51241,ULZURRUN DE ASANZA,35,22,0
51248,GONZALEZ DE RIANCHO,35,21,0
51260,DE SCALS,35,20,0
51276,SAN BERNARDINO,35,19,0
51296,EL BOUHATI,35,17,0
51324,DE CLEMENTE,35,15,0
51327,MARTIN DE LOS RIOS,35,15,0
51343,LOPEZ DE ABETXUKO,35,14,0
51354,MIQUELEZ DE MENDILUCE,35,13,0
51397,MAS BAGA,35,10,0
51405,EL ASSAL,35,9,0
51419,EL HADEF,35,8,0
51420,EL HAMYANI,35,8,0
51421,EL HARTITI,35,8,0
51422,EL MOURABITI,35,8,0
51443,MC LAUGHLIN,35,7,0
51462,EL KHASSAL,35,6,0
51463,EL MARRAKI,35,6,0
51495,EL BZIOUI,35,5,0
51496,EL HAKIMY,35,5,0
51497,EL JAFOUFI,35,5,0
51587,DE COSTER,35,0,0
51589,DI FRANCESCO,35,0,0
51592,EL AGGARI,35,0,0
51593,EL ASERY,35,0,0
51594,EL BAKKARI,35,0,0
51595,EL BOUTROUKI,35,0,0
51596,EL BOUZRATI,35,0,0
51597,EL FARJANI,35,0,0
51598,EL FARSAOUI,35,0,0
51599,EL HAIDOURI,35,0,0
51600,EL HAKIM,35,0,0
51601,EL HAMDAOUY,35,0,0
51602,EL HAMMOURI,35,0,0
51603,EL HIBARI,35,0,0
51604,ET TAHIRI,35,0,0
51667,MC LEAN,35,0,0
51778,DE FIGUEROA,34,64,0
51781,DE CARRANZA,34,61,0
51792,CABALLERO DE LEON,34,55,0
51812,DE CUEVAS,34,52,0
51823,DE URQUIA,34,50,0
51843,DE GARNICA,34,46,0
51871,DE ELERA,34,42,0
51899,DE LA ZARZA,34,39,0
51908,SAN GABRIEL,34,39,0
51925,LA MADRID,34,37,0
51940,PASCUAL DEL RIQUELME,34,36,0
51974,DE LA VALLE,34,33,0
51993,DE ASSUNCAO,34,31,0
51994,DE LAS LLAGAS,34,31,0
52010,DE VALCARCEL,34,30,0
52029,DE LA FERNANDEZ,34,29,0
52032,GONZALEZ DE EIRIS,34,29,0
52033,JUAN DE LA CRUZ,34,29,0
52044,DE ALCALA,34,28,0
52079,SAN MAURICIO,34,26,0
52087,FERNANDEZ DE CORA,34,25,0
52125,EL YACHOUTI,34,22,0
52127,GARCIA DE DIEGO,34,22,0
52133,PEREIRA DOS SANTOS,34,22,0
52157,SAN DAMIAN,34,20,0
52158,SAN TORCUATO,34,20,0
52171,DE RUITER,34,19,0
52175,SAENZ DE SAN PEDRO,34,19,0
52197,DE BUNES,34,17,0
52216,CRESPI DE VALLDAURA,34,16,0
52217,DE LA YGLESIA,34,16,0
52219,FELIU DE LA PEÑA,34,16,0
52223,MARIN DE ESPINOSA,34,16,0
52244,DE ENRIQUE,34,14,0
52245,EL KHOMSI,34,14,0
52255,DE VILAR,34,13,0
52266,GARCIA DE PRADO,34,12,0
52269,BEN HADDI,34,11,0
52275,DE VALENTIN,34,11,0
52283,VAN SCHAIK,34,11,0
52287,MESA DEL CASTILLO,34,10,0
52296,THOMAS DE CARRANZA,34,10,0
52301,DE JULIO,34,9,0
52302,DE ULIBARRI,34,9,0
52310,NIETO DE TENA,34,9,0
52319,DI BLASI,34,8,0
52320,EL ADLI,34,8,0
52340,DE MARIANO,34,7,0
52341,DI IORIO,34,7,0
52345,EL KHARBOUCHI,34,7,0
52377,EL AJJOURI,34,6,0
52378,EL FEDG,34,6,0
52392,OULD SID AHMED,34,6,0
52404,EL ANSSARI,34,5,0
52405,EL HADAOUI,34,5,0
52406,EL KARBOUBI,34,5,0
52407,EL OUADNI,34,5,0
52408,EN NAJI,34,5,0
52494,DI DIO,34,0,0
52505,EL AAKEL,34,0,0
52506,EL ABDELAOUI,34,0,0
52507,EL AJJANI,34,0,0
52508,EL AMERANY,34,0,0
52509,EL ANBARI,34,0,0
52510,EL ARFAOUY,34,0,0
52511,EL AZZABI,34,0,0
52512,EL BAHJAOUI,34,0,0
52513,EL BRAK,34,0,0
52514,EL GOUY,34,0,0
52515,EL HAJAJI,34,0,0
52516,EL KARBAS,34,0,0
52517,EL KILANI,34,0,0
52518,EL KOURACHI,34,0,0
52519,EL MABROUKI,34,0,0
52520,EL MALLOUKI,34,0,0
52521,EL MASAOUDI,34,0,0
52522,EL MOULOUDI,34,0,0
52523,EL OTMANY,34,0,0
52524,EL RHAOUTI,34,0,0
52525,EL YACHIOUI,34,0,0
52526,EL YAHYAOUY,34,0,0
52529,ER RAHMOUNI,34,0,0
52530,ER RAMI,34,0,0
52710,LOPEZ DE GAMARRA,33,64,0
52731,MANSO DE ZUÑIGA,33,54,0
52751,GARCIA DE LA BORBOLLA,33,48,0
52758,DEL OLIVO,33,47,0
52778,DE LA BARRA,33,45,0
52803,SAN ATILANO,33,43,0
52815,VAZQUEZ DE AGREDOS,33,42,0
52820,GONZALEZ DE SUSO,33,41,0
52823,IÑIGUEZ DE ONZOÑO,33,41,0
52858,LOPEZ DE PRADO,33,37,0
52875,COLON DE CARVAJAL,33,35,0
52876,DE LA CITA,33,35,0
52902,DE ACHA,33,33,0
52906,GOMEZ DE CADIZ,33,33,0
52909,RODRIGUEZ DE AZERO,33,33,0
52926,MARTIN DE SANTOS,33,32,0
52928,SAN LLORENTE,33,32,0
52938,GARCIA DE LA NAVARRA,33,31,0
52941,RUBIN DE CELIX,33,31,0
52953,LOPEZ DE ONDATEGUI,33,30,0
52968,DE ENA,33,29,0
52969,DE IBAR,33,29,0
52984,DA RIVA,33,28,0
52985,DE LA RIBA,33,28,0
53004,RUIZ DE CONEJO,33,27,0
53011,CALVO DE LEON,33,26,0
53014,DE LA MONEDA,33,26,0
53023,MERRY DEL VAL,33,26,0
53034,DE COSA,33,25,0
53065,ALONSO DE MEZQUIA,33,23,0
53068,DE LA PALMA,33,23,0
53069,DEL BOSCH,33,23,0
53070,GUTIERREZ DE LA CAMARA,33,23,0
53073,LOZANO DE SOSA,33,23,0
53090,DEL MAR,33,22,0
53093,HERRERO DE EGAÑA,33,22,0
53112,FELIZ DE VARGAS,33,21,0
53117,PEREZ DE MUÑOZ,33,21,0
53149,DE ARIÑO,33,19,0
53166,FERNANDEZ DE CASTILLO,33,18,0
53168,GARCES DE MARCILLA,33,18,0
53203,GARCES DE LOS FAYOS,33,15,0
53218,DI FRANCO,33,13,0
53221,LA BANDA,33,13,0
53235,DE HAROS,33,12,0
53243,GARCIA DEL VELLO,33,11,0
53252,BEN MOUSA,33,10,0
53253,EL GHALMI,33,10,0
53254,EL YOUNSSI,33,10,0
53257,GONZALEZ DE GARAY,33,10,0
53261,MARTINEZ DE LA ESCALERA,33,10,0
53266,EL BOUAZATI,33,9,0
53304,LOPEZ DE NOVALES,33,8,0
53307,ORTIZ DE VALLEJUELO,33,8,0
53320,EL ASSAD,33,7,0
53321,EL KANFAOUI,33,7,0
53340,AL HASSANI,33,6,0
53348,EL BAGDADI,33,6,0
53349,EL OUAMARI,33,6,0
53377,EL ACHAB,33,5,0
53378,EL AZAAR,33,5,0
53379,EL MAJJATI,33,5,0
53385,LE ROY,33,5,0
53412,AIT HAMMOU,33,0,0
53413,AIT TAMGHART,33,0,0
53417,AL HAMDAOUI,33,0,0
53443,BEN AZIZ,33,0,0
53485,DE WINTER,33,0,0
53486,DEL PRETE,33,0,0
53496,EL AISATI,33,0,0
53497,EL AOUMRANI,33,0,0
53498,EL AZIRI,33,0,0
53499,EL AZIZ,33,0,0
53500,EL BAQQALY,33,0,0
53501,EL BEKKALI,33,0,0
53502,EL BERNI,33,0,0
53503,EL BEZZI,33,0,0
53504,EL BOUTAIBI,33,0,0
53505,EL FARGANI,33,0,0
53506,EL FATIMI,33,0,0
53507,EL GOMRI,33,0,0
53508,EL HACHLOUFI,33,0,0
53509,EL HAJIOUI,33,0,0
53510,EL HOUR,33,0,0
53511,EL MANAOUI,33,0,0
53512,EL MORABTI,33,0,0
53513,EL MOUHAJIR,33,0,0
53514,EL OIRDI,33,0,0
53515,EL OUATI,33,0,0
53516,EL OUJDI,33,0,0
53517,EL RHOZLANE,33,0,0
53518,EL YESFI,33,0,0
53522,EZ ZAHIRI,33,0,0
53700,MARTINEZ VARA DE REY,32,60,0
53704,VARA DE REY,32,59,0
53720,DE GUEVARA,32,52,0
53738,EL MOKHTAR,32,48,0
53749,DE ROBA,32,47,0
53787,DE LA RIMADA,32,41,0
53788,DE LOS PINOS,32,41,0
53797,PEREZ DE LANDAZABAL,32,40,0
53807,FERNANDEZ DEL RINCON,32,39,0
53817,DE LA PIÑERA,32,38,0
53831,DE MERGELINA,32,37,0
53835,FERNANDEZ DE LUZ,32,37,0
53858,RODRIGUEZ DEL VALLE,32,36,0
53883,DIEZ DE OÑATE,32,34,0
53955,DE VALDIVIA,32,29,0
53956,DEL ARCO CALDERON,32,29,0
53959,MENENDEZ DE LLANO,32,29,0
53979,FERNANDEZ DE NAVARRETE,32,28,0
53998,DEL FRAGO,32,27,0
54018,LOPEZ DE ARENOSA,32,26,0
54020,NAVARRO DE PALENCIA,32,26,0
54023,SAENZ DE ARGANDOÑA,32,26,0
54029,DE SAN MARTIN,32,25,0
54058,DE FUNES,32,24,0
54060,FARFAN DE LOS GODOS,32,24,0
54065,SAN HIGINIO,32,24,0
54079,FERNANDEZ DE ARROIABE,32,23,0
54084,MARTINEZ DE ESTIVARIZ,32,23,0
54087,PAN DE SORALUCE,32,23,0
54094,DIEZ DE ARTAZCOZ,32,22,0
54095,FERNANDEZ DE LECEA,32,22,0
54100,LOPEZ DE QUINTANA,32,22,0
54141,RAMIREZ DEL POZO,32,20,0
54142,SAIZ DE AJA,32,20,0
54145,VAN BAUMBERGHEN,32,20,0
54165,SAEZ DE LA FUENTE,32,19,0
54175,DE LA FRAGUA,32,18,0
54190,DE LOS AIRES,32,17,0
54196,LOPEZ DE ARGUMEDO,32,17,0
54201,ORTIZ DE MURUA,32,17,0
54203,PEREZ DE ROZAS,32,17,0
54205,SANZ DE VICUÑA,32,17,0
54213,DE LIZAUR,32,16,0
54214,DE MESAS,32,16,0
54221,MAC DONALD,32,16,0
54233,NUÑEZ DE CELA,32,15,0
54274,DI GREGORIO,32,12,0
54293,DEL NEGRO,32,11,0
54294,EL WAFI,32,11,0
54297,GOMEZ DE LEON,32,11,0
54306,RODRIGUEZ DE SEPULVEDA,32,11,0
54312,EL JAMALI,32,10,0
54313,EL METMARY,32,10,0
54315,GONZALEZ DEL YERRO,32,10,0
54339,EL HAMI,32,9,0
54340,EL KALLACHI,32,9,0
54342,GUTIERREZ DE RUBALCAVA,32,9,0
54343,GUTIERREZ DE SAN MIGUEL,32,9,0
54349,PEREZ DE MIGUEL,32,9,0
54361,EL GHOMARI,32,8,0
54362,EL HARCHA,32,8,0
54363,EL MARSNI,32,8,0
54385,EL KORRICHI,32,7,0
54404,DE BEER,32,6,0
54407,EL MELIANI,32,6,0
54444,EL BAITAR,32,5,0
54445,EL KAIDI,32,5,0
54465,VAN DER WAL,32,5,0
54508,BEN EL ALLID,32,0,0
54509,BEN MOHA,32,0,0
54571,DE FELICE,32,0,0
54582,EL AKKARI,32,0,0
54583,EL BAKHOUTI,32,0,0
54584,EL FAKIHI,32,0,0
54585,EL GHAZOUANY,32,0,0
54586,EL GHAZY,32,0,0
54587,EL GUENAOUI,32,0,0
54588,EL HAFIANI,32,0,0
54589,EL HAIK,32,0,0
54590,EL HAMDOUCHI,32,0,0
54591,EL HARFI,32,0,0
54592,EL HMOUDI,32,0,0
54593,EL KHABBAZI,32,0,0
54594,EL KHANNOUS,32,0,0
54595,EL MADDIOUI,32,0,0
54596,EL MAFDOUL,32,0,0
54597,EL MAHBOUBI,32,0,0
54598,EL MEKAOUI,32,0,0
54599,EL OUAAMARI,32,0,0
54600,EL QADDOURY,32,0,0
54601,EL YAZIZI,32,0,0
54779,VAN DER,32,0,0
54780,VAN OS,32,0,0
54798,DE HERRERA,31,145,0
54799,DE SIERRA,31,98,0
54845,RUIZ DE ZUAZO,31,46,0
54864,DE CRISTO,31,43,0
54879,DE CORDOVA,31,42,0
54886,ARIAS DE REINA,31,40,0
54927,GONZALEZ DEL CORRAL,31,37,0
54929,SAN PRIMITIVO,31,37,0
54953,DE AMOS,31,35,0
54954,DE LOÑO,31,35,0
54957,JIMENEZ DEL BARCO,31,35,0
54977,LOPEZ DE CIORDIA,31,34,0
54999,SAN AMBROSIO,31,33,0
55014,MUÑOZ DE BAENA,31,32,0
55016,SAENZ DE HEREDIA,31,32,0
55021,ALVAREZ DEL MANZANO,31,31,0
55027,FERNANDEZ DE OCARIZ,31,31,0
55030,GIL PEREZ,31,31,0
55054,DE APRAIZ,31,30,0
55055,DE DALMAU,31,30,0
55058,GARCIA DE MARDONES,31,30,0
55093,GOMEZ DE LA TIA,31,28,0
55095,LOPEZ DE DAVALILLO,31,28,0
55108,DE CUETO,31,27,0
55109,DIEZ DE URE,31,27,0
55110,FERNANDEZ DE VIANA,31,27,0
55115,LAS HAYAS,31,27,0
55146,DEL SAAC,31,25,0
55157,RUIZ DE CORTAZAR,31,25,0
55166,DE DOMINGO JUAN,31,24,0
55172,JIMENEZ DE ANDRADE,31,24,0
55180,DE LA DEDICACION,31,23,0
55200,DE BARNOLA,31,22,0
55227,LOPEZ DE LA LLAVE,31,21,0
55250,DE JOZ,31,20,0
55251,DEL RISCO,31,20,0
55269,DE LOSSADA,31,19,0
55270,DE SANTA PAU,31,19,0
55273,GIL TORESANO,31,19,0
55290,DE RABAGO,31,18,0
55303,RUIZ DE BUCESTA,31,18,0
55319,VAN DYCK,31,17,0
55326,DA ENCARNAÇAO,31,16,0
55327,DE IRALA,31,16,0
55328,DE OBESSO,31,16,0
55332,ESPINOSA DE MONTEROS,31,16,0
55340,LOPEZ DE LA FUENTE,31,16,0
55349,DE BUSTURIA,31,15,0
55355,GARCIA DE LOS ANGELES,31,15,0
55378,GARCIA DE ENTERRIA,31,14,0
55379,GOMEZ DE MEMBRILLERA,31,14,0
55386,RODRIGUEZ SAN PEDRO,31,14,0
55403,EL HOSNI,31,13,0
55413,ALONSO DE LA SIERRA,31,12,0
55418,EL HANTARI,31,12,0
55419,FAL CONDE,31,12,0
55421,GIL DE SANTIVAÑES,31,12,0
55428,PERREAU DE PINNINCK,31,12,0
55430,BEN ABOUD,31,11,0
55434,DE BARUTELL,31,11,0
55436,EL GHOURY,31,11,0
55437,EL HARROUYI,31,11,0
55454,DE SERDIO,31,10,0
55455,DE SILONIZ,31,10,0
55478,DIAZ DE NEIRA,31,9,0
55492,URTIAGA DE VIVAR,31,9,0
55505,EL MAHBOUB,31,8,0
55531,EL HAMEL,31,7,0
55532,EL QASEMY,31,7,0
55562,DI BIASE,31,6,0
55564,EL GUENOUNI,31,6,0
55598,EL ABBOUTI,31,5,0
55599,EL HAIBA,31,5,0
55600,EL HAOUTI,31,5,0
55601,EL JAMILI,31,5,0
55602,EL WAHBI,31,5,0
55637,AIT ICHOU,31,0,0
55672,BEN HAMMADI,31,0,0
55748,EL ABDLI,31,0,0
55749,EL ACHOURI,31,0,0
55750,EL AICH,31,0,0
55751,EL ANABI,31,0,0
55752,EL ATMIOUI,31,0,0
55753,EL AYADY,31,0,0
55754,EL BADR,31,0,0
55755,EL BARRANI,31,0,0
55756,EL BOUAZZAOUY,31,0,0
55757,EL GUETTI,31,0,0
55758,EL HIBA,31,0,0
55759,EL HIMRI,31,0,0
55760,EL KAHTAOUI,31,0,0
55761,EL KARFI,31,0,0
55762,EL KARZAZI,31,0,0
55763,EL MACHACH,31,0,0
55764,EL MALLALY,31,0,0
55765,EL MALQUI,31,0,0
55766,EL MESNAOUI,31,0,0
55966,VAN BERGEN,31,0,0
55967,VAN EIJK,31,0,0
55982,DE MORALES,30,202,0
55987,GIL AZAÑA,30,65,0
55998,DIAZ DE ARANGUIZ,30,57,0
56003,LA BLANCA,30,53,0
56008,FERNANDEZ DE MATAUCO,30,52,0
56011,DEL ARCA,30,51,0
56022,DE LIÑAN,30,47,0
56057,DIEZ DE LA TORRE,30,42,0
56071,GOMEZ DE RAMON,30,40,0
56123,DE CUENCA,30,35,0
56124,FERNANDEZ DE MENDIA,30,35,0
56130,DE PEQUE,30,34,6
56133,DE ABADAL,30,34,0
56134,DE REYNA,30,34,0
56148,DEL GALLO,30,33,0
56151,IÑIGUEZ DE ONSOÑO,30,33,0
56152,ROMERO DEL HOMBRE BUENO,30,33,0
56158,DE LA TAJADA,30,32,0
56163,JUAN DE DIOS,30,32,0
56165,MENDEZ DE ANDES,30,32,0
56179,MARTINEZ DE APELLANIZ,30,31,0
56184,SAN NICASIO,30,31,0
56191,DE LA BARCENA,30,30,0
56215,GARCIA DE CARELLAN,30,29,0
56220,ORTIZ DE SALAZAR,30,29,0
56233,LA ROCA,30,28,0
56243,RUIZ DE LAS HERAS,30,28,0
56253,DE BONA,30,27,0
56254,DE HAGO,30,27,0
56255,DIAZ DE ATAURI,30,27,0
56260,RUIZ DE OJEDA,30,27,0
56266,BENITO DE VALLE,30,26,0
